subj,trial,block,date,stim,stim_order,response,rt,param_index,segment_time,pitch
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_83.wav,0,True,1737,4,0.284172,101.109402
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_83.wav,0,True,1737,5,0.355215,-51.929212
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_83.wav,0,True,1737,6,0.426259,-104.958378
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,0,0.0,-40.862052
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,1,0.071043,93.19329
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,2,0.142086,71.046063
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,3,0.213129,-144.093496
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,4,0.284172,-1.218193
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,5,0.355215,94.223966
Auregan,59,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_125.wav,1,False,1737,6,0.426259,-56.349938
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,0,0.0,30.953431
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,1,0.071043,-50.543389
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,2,0.142086,-40.325616
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,3,0.213129,130.397773
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,4,0.284172,-66.278306
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,5,0.355215,127.583751
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_56.wav,0,True,480,6,0.426259,-120.769688
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,0,0.0,-103.630506
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,1,0.071043,-84.165473
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,2,0.142086,-14.577431
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,3,0.213129,28.146235
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,4,0.284172,-80.575165
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,5,0.355215,-32.118902
Auregan,60,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_198.wav,1,False,480,6,0.426259,78.303148
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,0,0.0,104.124735
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,1,0.071043,-92.067392
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,2,0.142086,-108.808255
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,3,0.213129,99.267416
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,4,0.284172,-26.685302
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,5,0.355215,97.824367
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_194.wav,0,False,2546,6,0.426259,-69.402109
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,0,0.0,-108.869549
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,1,0.071043,-22.660114
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,2,0.142086,-141.096375
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,3,0.213129,-24.815065
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,4,0.284172,102.804681
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,5,0.355215,112.365201
Auregan,61,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_45.wav,1,True,2546,6,0.426259,95.196821
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,0,0.0,89.760217
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,1,0.071043,18.591855
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,2,0.142086,63.582537
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,3,0.213129,147.491611
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,4,0.284172,-113.128196
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,5,0.355215,12.197118
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_93.wav,0,True,1385,6,0.426259,-36.730637
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,0,0.0,14.191871
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,1,0.071043,-146.480257
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,2,0.142086,53.736102
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,3,0.213129,76.339598
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,4,0.284172,128.682971
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,5,0.355215,-84.4747
Auregan,62,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_40.wav,1,False,1385,6,0.426259,41.341932
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,0,0.0,17.402596
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,1,0.071043,-44.390985
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,2,0.142086,-32.370244
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,3,0.213129,33.8961
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,4,0.284172,130.098177
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,5,0.355215,-117.346579
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_149.wav,0,False,737,6,0.426259,65.375118
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,0,0.0,104.27851
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,1,0.071043,120.74275
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,2,0.142086,116.963717
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,3,0.213129,-30.167489
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,4,0.284172,58.482575
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,5,0.355215,-35.24072
Auregan,63,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_65.wav,1,True,737,6,0.426259,-49.851341
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,0,0.0,-44.196026
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,1,0.071043,72.435582
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,2,0.142086,30.880154
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,3,0.213129,-98.055697
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,4,0.284172,83.700413
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,5,0.355215,23.865121
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_27.wav,0,False,2055,6,0.426259,-44.006115
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,0,0.0,92.203113
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,1,0.071043,-74.681876
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,2,0.142086,-18.773488
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,3,0.213129,73.05423
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,4,0.284172,-72.824646
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,5,0.355215,140.895697
Auregan,64,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_108.wav,1,True,2055,6,0.426259,13.161932
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,0,0.0,-109.572708
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,1,0.071043,-50.94391
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,2,0.142086,145.950821
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,3,0.213129,141.813801
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,4,0.284172,53.597843
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,5,0.355215,-21.310214
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_147.wav,0,True,2698,6,0.426259,-94.477021
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,0,0.0,-118.782832
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,1,0.071043,-35.995173
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,2,0.142086,21.697311
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,3,0.213129,22.125919
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,4,0.284172,-42.995885
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,5,0.355215,-84.37677
Auregan,65,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_62.wav,1,False,2698,6,0.426259,-12.230862
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,0,0.0,-62.10534
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,1,0.071043,-52.997588
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,2,0.142086,-76.077591
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,3,0.213129,-18.807121
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,4,0.284172,-115.396331
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,5,0.355215,-128.292537
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_153.wav,0,False,400,6,0.426259,-78.65088
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,0,0.0,80.055785
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,1,0.071043,117.831593
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,2,0.142086,-32.666549
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,3,0.213129,67.905321
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,4,0.284172,84.716683
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,5,0.355215,30.832945
Auregan,66,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_78.wav,1,True,400,6,0.426259,87.83774
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,0,0.0,20.996757
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,1,0.071043,53.221671
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,2,0.142086,15.731623
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,3,0.213129,99.382807
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,4,0.284172,-57.914754
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,5,0.355215,26.96173
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_168.wav,0,True,711,6,0.426259,-63.149674
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,0,0.0,85.320049
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,1,0.071043,2.14785
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,2,0.142086,140.355465
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,3,0.213129,98.92307
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,4,0.284172,20.388975
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,5,0.355215,-4.239426
Auregan,67,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_134.wav,1,False,711,6,0.426259,83.444299
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,0,0.0,-48.933192
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,1,0.071043,23.459372
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,2,0.142086,-82.94456
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,3,0.213129,-41.749231
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,4,0.284172,4.976289
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,5,0.355215,52.438424
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_175.wav,0,False,3379,6,0.426259,-117.325248
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,0,0.0,-149.304179
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,1,0.071043,148.600586
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,2,0.142086,-115.715849
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,3,0.213129,139.265939
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,4,0.284172,45.121427
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,5,0.355215,-93.318951
Auregan,68,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_140.wav,1,True,3379,6,0.426259,-66.215565
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,0,0.0,-107.6147
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,1,0.071043,-121.606705
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,2,0.142086,26.820871
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,3,0.213129,42.957584
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,4,0.284172,-48.053802
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,5,0.355215,-10.474627
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_114.wav,0,False,2340,6,0.426259,-131.069216
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,0,0.0,46.869845
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,1,0.071043,-22.303854
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,2,0.142086,54.218629
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,3,0.213129,-37.70661
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,4,0.284172,48.467677
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,5,0.355215,-36.67162
Auregan,69,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_92.wav,1,True,2340,6,0.426259,-103.238186
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,0,0.0,-0.652128
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,1,0.071043,97.860897
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,2,0.142086,48.932214
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,3,0.213129,-23.097711
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,4,0.284172,-47.481676
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,5,0.355215,-120.450621
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_94.wav,0,False,544,6,0.426259,-116.887604
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,0,0.0,137.275446
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,1,0.071043,43.805847
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,2,0.142086,-129.344909
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,3,0.213129,-123.799171
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,4,0.284172,-103.58441
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,5,0.355215,8.047141
Auregan,70,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_141.wav,1,True,544,6,0.426259,-108.188423
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,0,0.0,-78.850505
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,1,0.071043,-96.953533
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,2,0.142086,-38.365791
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,3,0.213129,77.506607
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,4,0.284172,-64.506238
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,5,0.355215,15.353748
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_110.wav,0,True,928,6,0.426259,121.287299
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,0,0.0,-80.686828
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,1,0.071043,-31.189533
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,2,0.142086,-144.914474
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,3,0.213129,-49.653212
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,4,0.284172,-94.646547
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,5,0.355215,-38.055332
Auregan,71,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_116.wav,1,False,928,6,0.426259,-90.510946
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,0,0.0,9.896041
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,1,0.071043,101.5284
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,2,0.142086,-68.09785
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,3,0.213129,-142.658303
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,4,0.284172,-120.248224
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,5,0.355215,31.293845
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_0.wav,0,False,464,6,0.426259,-137.250528
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,0,0.0,88.489327
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,1,0.071043,-76.759591
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,2,0.142086,131.535458
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,3,0.213129,-66.304272
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,4,0.284172,82.842237
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,5,0.355215,39.682087
Auregan,72,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_170.wav,1,True,464,6,0.426259,-39.313076
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,0,0.0,47.448278
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,1,0.071043,97.4268
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,2,0.142086,-100.706472
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,3,0.213129,-21.542212
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,4,0.284172,-35.096541
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,5,0.355215,33.270062
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_109.wav,0,False,2366,6,0.426259,35.804127
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,0,0.0,-144.276814
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,1,0.071043,-59.436611
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,2,0.142086,45.56559
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,3,0.213129,19.62634
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,4,0.284172,-127.586662
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,5,0.355215,59.214853
Auregan,73,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_24.wav,1,True,2366,6,0.426259,-70.996219
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,0,0.0,-40.071689
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,1,0.071043,-31.963638
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,2,0.142086,-69.463296
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,3,0.213129,-118.841278
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,4,0.284172,80.615651
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,5,0.355215,-132.443518
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_41.wav,0,False,660,6,0.426259,21.803113
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,0,0.0,96.336182
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,1,0.071043,-104.561128
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,2,0.142086,-130.066913
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,3,0.213129,-24.308766
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,4,0.284172,40.127472
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,5,0.355215,49.388454
Auregan,74,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_50.wav,1,True,660,6,0.426259,116.704022
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,0,0.0,-11.936919
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,1,0.071043,-51.249998
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,2,0.142086,42.322915
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,3,0.213129,-19.83941
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,4,0.284172,46.127041
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,5,0.355215,34.596861
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_12.wav,0,True,398,6,0.426259,143.594573
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_148.wav,1,False,398,0,0.0,-84.148504
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_148.wav,1,False,398,1,0.071043,116.395609
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_148.wav,1,False,398,2,0.142086,22.272455
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_148.wav,1,False,398,3,0.213129,-42.662376
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_148.wav,1,False,398,4,0.284172,44.974228
Auregan,75,1,2025-01-10T15:55:54.204Z,male_vraiment_flat_148.wav,1,False,398,5,0.355215,-100.807841
